Maximum_speed (km/h),Average_speed (km/h),Std_speed,Avg_acc (m/s^2),Std_acc,Mean_pos_acc,Mean_neg_acc,Avg_abs_jerk,Std_abs_jerk,Brake_time_pct,Acc_time_pct,Decel_time_pct,Const_speed_pct
121.14,89.84,8.84,-0.21,0.79,1.05,-1.22,2.1,1.43,7.22,28.31,28.26,47.43
70.18,39.9,10.66,0.17,0.33,1.39,-0.84,2.85,1.05,26.57,29.96,24.99,44.53
66.52,57.03,8.22,0.84,0.32,1.8,-1.1,4.48,1.28,26.42,27.71,27.22,43.56
104.53,68.54,9.58,-0.31,0.51,1.23,-1.25,1.22,0.53,12.76,28.34,24.92,46.32
92.64,78.46,10.04,1.49,0.44,1.33,-1.55,1.97,1.05,5.45,34.06,21.17,46.53
104.1,81.99,9.91,2.16,0.64,1.01,-1.55,3.26,0.52,7.65,30.03,23.14,45.51
100.18,54.54,5.93,-0.17,0.92,1.85,-2.2,2.44,0.95,1.69,27.07,34.95,40.7
85.72,62.22,13.21,0.49,0.88,1.04,-0.85,2.24,0.84,22.54,25.21,24.39,46.13
95.97,59.87,8.63,0.39,0.24,1.47,-0.88,1.44,1.24,12.6,23.45,26.15,47.86
46.32,39.46,24.51,0.89,0.58,0.79,-1.13,6.11,1.33,26.59,30.58,18.85,50.49
115.78,85.9,9.95,-0.73,0.82,1.0,-1.16,0.15,0.41,5.59,32.4,25.68,44.56
99.58,91.25,13.93,0.99,0.53,1.04,-1.56,3.57,0.81,2.12,25.44,22.25,51.02
102.81,76.21,4.47,0.64,0.71,1.68,-1.25,3.35,0.92,10.36,24.29,23.69,52.58
68.02,41.89,15.98,1.16,0.93,0.72,-0.78,2.33,0.16,27.33,34.72,17.26,44.95
112.72,69.32,8.64,0.68,0.6,0.89,-1.71,1.53,0.38,0.42,32.83,20.84,49.0
54.35,41.77,13.04,-0.81,1.03,1.35,-1.24,3.44,0.67,29.65,25.82,25.56,48.31
103.61,58.63,11.58,0.51,0.73,1.17,-1.75,1.79,0.81,10.38,31.03,20.06,47.21
64.64,42.01,7.03,0.28,1.02,1.71,-1.87,2.33,0.99,18.28,31.75,30.02,39.78
78.85,63.91,7.37,0.09,0.29,1.44,-1.69,2.01,0.78,9.27,31.46,24.46,45.12
80.23,50.82,14.32,-0.43,0.59,0.43,-1.5,3.53,0.64,14.26,34.06,26.63,39.58
52.9,38.33,14.76,1.67,0.52,1.22,-1.79,2.63,0.67,6.98,23.35,29.56,48.1
66.32,50.27,9.1,-0.13,0.38,0.68,-0.95,3.77,1.0,10.28,30.76,21.89,46.77
119.45,98.01,1.23,0.83,0.32,0.43,-1.87,0.68,0.56,5.49,29.83,25.1,43.77
105.38,59.29,5.85,1.09,0.71,1.33,-1.46,2.16,0.33,14.68,32.92,17.97,47.42
108.56,65.72,10.18,1.51,0.57,1.47,-1.63,2.87,0.63,8.6,24.58,23.32,54.17
65.4,47.49,10.44,0.81,0.43,1.34,-1.15,1.66,0.26,28.41,29.13,23.75,47.37
47.34,37.47,7.13,0.26,0.61,1.14,-0.93,2.07,1.12,21.31,30.09,19.34,49.66
75.57,48.2,15.27,-0.42,0.64,0.75,-1.7,1.59,0.9,12.72,30.65,23.14,43.64
118.88,72.02,6.56,0.15,0.62,1.7,-2.03,1.67,1.13,4.87,39.13,22.62,38.77
77.66,52.31,12.95,-0.33,0.19,0.71,-1.94,2.71,0.89,27.79,30.69,25.29,42.32
91.82,77.1,8.27,0.92,0.5,1.09,-1.4,0.53,0.77,5.08,34.03,21.84,44.79
74.27,52.3,12.81,0.42,0.36,0.59,-2.17,1.46,0.62,11.55,21.15,31.01,43.45
51.17,37.43,13.37,-1.36,0.61,1.21,-1.44,4.82,0.59,13.6,32.12,20.59,49.98
60.94,54.37,27.8,-0.2,0.75,1.48,-1.34,7.11,1.09,19.51,24.25,33.53,40.97
97.42,70.99,4.56,0.13,0.51,0.71,-1.77,1.21,0.98,12.66,29.58,29.72,39.63
97.36,80.79,9.45,0.57,0.54,0.84,-0.92,1.9,0.76,19.61,26.34,28.0,48.97
126.04,83.04,8.16,-0.73,0.37,0.69,-1.66,1.79,1.37,10.7,30.19,33.2,36.19
68.5,48.77,9.9,1.4,0.68,1.04,-1.6,3.37,0.85,10.84,32.29,24.7,41.22
65.81,45.52,8.53,0.42,0.6,1.14,-1.59,1.81,0.41,17.85,27.78,23.35,49.91
83.04,69.1,10.93,-1.63,0.63,1.52,-0.64,1.56,0.29,5.86,30.74,24.16,43.62
92.02,60.96,7.71,0.89,0.4,1.25,-1.41,1.44,0.9,13.06,31.39,29.56,40.24
105.84,74.31,13.22,-0.15,0.94,0.84,-1.13,2.78,0.56,7.18,38.81,21.25,41.31
70.4,53.29,17.16,0.49,0.51,1.2,-0.68,2.26,0.93,22.96,24.29,33.86,38.16
45.04,34.43,10.26,-0.22,0.81,1.58,-1.06,1.28,1.04,11.56,35.29,25.03,41.07
77.67,70.77,10.37,0.64,0.45,1.21,-0.92,2.15,1.12,8.46,33.41,24.28,41.89
48.89,35.85,16.09,0.28,0.14,1.18,-2.04,2.33,0.91,18.7,29.5,26.97,41.98
53.89,40.67,12.54,0.49,0.26,1.16,-1.33,2.69,0.74,14.6,26.55,19.75,51.73
80.0,63.7,13.43,0.5,0.62,0.67,-1.19,3.65,0.56,13.54,32.66,26.79,41.09
107.0,62.55,9.64,0.96,0.61,0.87,-1.43,2.08,0.2,6.2,28.46,28.75,46.56
69.3,48.97,6.07,0.99,0.73,0.52,-1.56,1.87,0.72,13.59,28.73,21.11,50.08
102.07,72.32,6.26,0.83,0.42,1.26,-0.64,1.4,0.61,2.95,31.76,28.33,38.73
118.1,69.91,4.7,0.04,0.52,1.54,-1.12,0.78,1.01,18.57,30.06,26.46,41.48
45.75,34.22,14.56,0.76,0.5,1.56,-0.9,2.83,1.45,13.65,29.4,20.38,49.27
78.69,58.07,26.52,-0.42,0.83,0.77,-1.6,5.77,0.87,14.0,31.2,20.84,49.62
130.67,103.64,9.47,-0.12,0.2,1.23,-1.69,1.7,0.55,6.79,44.06,27.86,30.15
102.09,61.98,4.56,1.79,0.24,0.64,-1.73,1.03,1.0,5.36,30.35,32.46,37.65
109.0,72.31,5.86,-1.0,0.9,1.29,-1.7,0.81,0.24,14.04,27.06,24.64,45.18
62.63,49.1,16.28,0.26,0.66,1.46,-1.84,2.18,0.6,30.57,38.38,18.44,46.22
61.96,56.41,11.9,-0.44,0.26,1.26,-1.4,3.0,0.6,15.74,26.44,31.45,42.0
99.23,65.88,5.07,0.57,0.33,1.29,-1.83,2.58,0.74,3.69,31.43,28.45,39.48
90.23,58.28,12.53,-0.23,0.62,1.22,-1.59,2.99,1.07,16.33,29.21,23.31,45.73
135.54,108.77,4.27,0.67,0.92,0.98,-0.99,0.11,1.07,10.92,22.92,28.09,50.86
80.13,57.52,12.47,1.02,0.29,0.71,-1.61,3.04,0.93,5.4,22.36,23.97,52.83
121.44,87.98,4.41,0.05,0.56,1.72,-1.09,1.64,0.84,13.38,26.03,22.3,51.91
61.62,36.78,6.49,-0.72,0.46,1.05,-1.94,2.04,1.33,13.17,26.44,25.96,46.86
63.96,35.75,13.61,0.01,0.81,1.25,-1.88,2.76,1.08,16.22,34.29,21.59,46.25
88.46,69.52,11.94,-0.37,0.43,0.06,-1.89,2.49,0.65,9.1,30.69,24.67,47.69
70.04,55.4,12.24,0.9,0.69,1.07,-0.93,3.15,0.91,23.45,36.22,26.07,38.75
109.05,67.09,9.69,-0.35,0.73,1.41,-1.61,1.21,1.01,6.92,30.69,28.55,42.0
79.14,47.53,16.0,1.18,0.56,1.28,-1.43,2.02,1.57,12.96,31.68,28.7,38.86
66.17,38.99,18.41,-0.48,0.79,1.87,-1.43,2.31,0.41,17.16,35.6,23.96,39.6
118.18,97.86,7.13,0.24,0.9,0.88,-0.25,1.46,1.01,0.01,31.96,17.87,51.63
65.83,52.1,12.44,0.36,0.76,1.43,-0.69,1.49,0.17,19.76,26.78,27.58,45.88
107.07,72.36,10.41,0.46,0.52,1.37,-1.74,1.62,0.9,11.3,31.22,25.16,44.83
64.4,44.78,17.34,0.29,0.46,0.74,-1.78,2.04,0.9,8.1,30.73,21.81,47.42
58.03,42.71,14.44,-1.16,0.47,1.17,-0.94,1.54,0.96,30.21,23.9,29.24,45.69
64.39,39.94,10.96,-1.95,0.65,1.35,-1.52,0.81,0.39,25.34,33.28,16.82,51.8
46.42,28.3,17.25,1.66,0.69,1.83,-1.76,3.02,0.64,23.92,30.23,24.51,45.1
116.2,94.88,4.18,0.28,0.53,1.07,-1.26,1.14,0.89,1.84,33.32,25.02,41.58
94.36,73.77,9.14,-0.19,0.31,1.93,-1.69,1.92,0.68,9.6,33.49,27.28,40.83
66.61,37.57,11.73,-0.15,0.26,0.5,-0.96,2.91,0.91,10.71,30.79,30.74,40.75
36.84,24.22,12.3,-0.71,0.65,1.14,-0.6,1.87,0.21,12.3,29.21,28.11,42.8
69.99,41.41,11.51,-0.13,0.47,0.63,-2.01,3.08,1.32,30.96,36.46,19.12,46.84
61.01,39.92,12.47,2.13,0.7,1.75,-1.79,2.54,0.65,11.8,26.66,30.13,43.48
119.67,91.54,7.45,0.55,0.48,1.1,-1.64,3.13,0.18,13.26,24.97,26.5,44.74
93.37,70.05,11.22,0.84,1.08,1.19,-1.67,1.18,0.68,15.62,26.23,25.43,50.31
68.08,41.9,15.83,0.09,0.97,0.48,-0.85,2.14,1.07,19.14,32.41,24.32,44.49
77.09,54.95,13.62,0.2,0.71,1.74,-0.93,2.94,1.05,17.64,29.52,18.44,49.13
98.95,71.45,6.9,0.05,0.36,1.73,-1.03,1.42,0.74,15.85,33.71,21.52,43.7
119.17,95.32,5.91,0.99,0.76,1.07,-1.04,2.43,0.85,8.35,21.74,33.63,43.82
63.8,38.42,15.19,-0.77,0.29,1.27,-0.93,2.59,0.93,11.31,35.56,19.73,46.49
55.74,44.16,12.63,0.79,0.88,0.8,-1.05,3.42,0.98,17.75,31.78,22.2,44.89
73.32,58.38,6.89,0.62,0.65,1.48,-1.74,2.29,1.19,12.35,27.63,28.48,43.85
70.85,59.46,15.51,0.34,0.29,0.96,-1.14,1.76,0.89,26.78,32.07,24.08,42.2
113.03,81.1,10.09,1.2,0.17,1.91,-1.31,1.76,0.37,8.84,26.26,28.12,45.48
109.06,67.98,10.61,0.54,0.32,0.32,-1.35,2.49,0.75,15.66,26.44,28.69,46.06
91.18,71.17,12.04,0.9,0.78,1.13,-1.96,1.89,0.99,15.59,25.79,35.03,40.31
119.16,91.86,8.12,0.11,0.48,1.09,-1.38,0.48,0.93,5.08,30.1,21.69,49.0
102.43,63.38,4.04,1.67,0.42,1.17,-1.37,0.96,0.13,10.61,26.37,25.77,45.87
76.15,43.29,20.97,0.02,0.94,1.57,-1.5,4.9,0.18,28.24,29.19,25.53,48.57
97.52,54.06,14.35,-0.07,0.41,1.41,-1.55,1.48,0.7,17.12,27.56,25.04,44.18
86.54,54.72,12.08,-1.34,0.78,0.8,-2.23,2.37,1.21,16.74,28.95,25.08,46.25
84.21,58.74,10.44,-0.35,0.78,1.59,-1.62,2.19,0.89,10.77,27.47,22.1,53.48
68.14,43.32,15.32,0.36,0.77,1.06,-1.01,2.54,0.54,11.9,31.27,23.55,46.19
96.64,52.85,6.33,1.03,0.77,1.64,-1.3,2.23,0.59,8.52,31.72,27.3,39.25
64.14,43.63,9.45,-1.13,1.01,1.75,-1.25,2.2,0.39,17.36,28.7,24.94,46.44
63.91,48.66,11.69,0.86,0.6,1.57,-0.27,2.39,0.17,15.29,26.9,29.51,46.38
57.95,41.51,12.0,0.14,0.97,1.72,-0.01,2.95,0.7,21.0,34.29,20.57,46.24
107.49,62.75,11.96,0.47,0.5,0.6,-1.81,1.55,0.67,1.11,34.52,28.91,37.5
51.19,37.16,9.27,0.88,0.86,1.06,-0.95,3.08,0.89,14.74,40.41,24.13,35.93
96.37,79.25,6.95,0.54,0.72,1.3,-1.84,2.59,1.36,10.14,28.55,29.27,42.75
102.25,59.34,2.64,0.93,0.58,1.06,-0.88,2.42,0.38,15.32,28.84,19.81,50.36
87.61,69.86,10.69,0.53,0.79,0.65,-0.88,2.69,1.33,12.18,34.81,23.98,40.21
56.39,40.57,12.13,-0.14,0.39,1.56,-0.63,2.81,1.13,20.84,33.29,26.88,38.83
68.75,39.2,12.53,-0.13,0.42,0.59,-2.04,1.88,0.51,19.09,27.09,31.37,42.11
100.91,65.43,10.91,-0.2,0.42,0.75,-0.28,2.02,1.36,8.08,37.72,22.53,39.29
59.09,37.07,8.46,1.13,0.67,1.67,-1.28,3.34,0.24,15.6,38.66,16.36,47.32
90.2,82.31,7.4,0.04,0.68,1.44,-0.89,2.45,1.3,11.02,30.27,28.77,39.46
74.84,57.82,9.13,1.13,0.94,1.71,-0.86,1.97,0.19,17.45,26.44,26.54,48.64
47.62,37.28,12.38,0.21,0.39,1.23,-0.86,3.13,0.62,10.71,30.61,29.17,39.87
121.36,91.73,5.65,0.71,0.78,1.04,-0.9,1.61,1.2,11.47,23.42,24.66,50.05
104.48,76.53,6.3,-0.56,0.75,1.21,-2.01,0.88,0.84,11.31,26.73,25.45,46.09
114.63,70.98,8.36,-0.33,0.6,0.95,-1.04,0.29,0.63,8.3,25.19,28.46,47.65
74.7,56.66,15.94,-0.05,0.58,1.0,-0.91,2.05,1.02,2.95,23.8,24.99,49.5
87.86,53.17,11.34,-0.17,0.79,0.87,-0.72,2.84,1.31,21.47,24.48,22.1,54.34
123.44,106.54,6.32,0.34,0.65,1.72,-1.36,1.92,0.29,1.3,31.32,28.37,42.65
70.7,54.54,8.37,0.95,0.38,1.55,-1.29,2.02,1.27,16.46,31.47,30.37,39.07
35.98,24.65,7.53,1.34,0.94,1.65,-1.42,2.8,0.99,13.33,31.73,18.46,47.22
77.03,53.45,13.16,1.1,0.28,1.95,-1.11,0.67,0.37,15.78,27.31,19.25,51.96
88.6,65.03,12.24,-0.02,0.9,1.31,-0.53,1.33,1.08,9.15,24.22,26.72,49.19
66.18,38.15,12.39,-1.22,0.48,1.39,-1.38,2.12,0.79,16.46,22.77,18.99,58.15
110.7,70.52,15.66,1.21,0.57,0.53,-1.43,3.83,0.68,12.66,26.75,25.27,43.98
94.87,64.91,14.62,0.09,0.27,1.35,-1.63,1.93,0.78,16.77,31.13,29.01,44.01
85.07,66.51,12.87,-0.55,0.65,1.37,-1.09,2.78,0.83,13.62,28.94,31.61,40.68
113.12,79.16,3.73,-1.01,0.4,1.43,-0.31,2.11,0.89,7.09,23.15,23.63,55.23
136.14,84.53,8.73,1.93,0.48,1.56,-1.35,0.35,0.37,10.36,33.91,30.74,35.82
114.55,88.39,8.47,0.1,0.51,1.09,-1.63,1.37,0.6,2.65,27.47,32.77,42.68
87.91,52.36,8.17,-0.18,0.68,1.38,-1.36,2.92,0.8,16.82,31.89,23.56,41.83
119.34,86.27,4.9,0.95,0.38,1.29,-1.51,1.17,1.12,4.89,27.72,26.83,43.48
60.85,39.45,10.72,1.06,0.65,0.77,-1.42,2.65,0.59,20.2,31.18,23.28,43.82
65.76,34.46,10.6,0.08,0.86,1.21,-1.63,2.09,0.59,14.0,27.73,28.79,44.28
104.58,69.37,13.84,-0.88,0.54,1.92,-1.59,1.88,1.12,14.49,37.45,20.79,39.94
84.45,44.32,10.65,0.64,0.73,1.04,-2.34,1.99,0.82,1.58,31.1,23.89,44.19
103.32,70.9,11.3,-1.02,0.53,0.97,-1.64,2.16,1.22,17.49,26.27,25.95,47.23
74.54,53.7,32.5,1.28,0.16,0.85,-0.76,6.92,0.75,23.28,26.41,24.73,45.05
103.71,62.2,5.86,1.45,0.61,1.59,-1.25,0.7,0.92,0.69,24.17,31.57,44.66
54.79,46.38,11.46,-0.2,0.36,1.79,-1.23,2.03,0.82,13.59,31.28,20.94,44.53
64.47,43.15,9.22,-1.41,0.61,1.24,-1.8,2.2,0.45,8.22,23.85,26.34,52.7
116.88,94.57,11.56,0.58,0.8,0.62,-1.24,1.01,1.28,8.57,34.75,23.42,45.8
96.83,81.41,8.51,0.75,0.69,0.53,-0.65,1.5,0.66,5.04,37.52,18.29,44.7
69.06,46.03,9.16,0.64,0.59,0.84,-1.3,2.53,0.99,19.8,34.44,23.79,42.51
65.31,42.29,13.18,-0.01,0.79,1.26,-0.33,3.07,0.76,14.95,28.93,18.87,51.54
77.6,45.11,10.56,1.27,0.74,0.92,-1.08,2.85,0.67,13.02,30.51,22.07,47.55
63.78,52.7,32.54,0.76,0.68,0.89,-1.19,5.83,0.79,23.36,31.46,22.7,47.01
100.72,73.2,7.04,0.33,0.72,0.77,-1.91,0.13,1.21,7.32,27.98,32.13,38.89
64.77,46.04,11.91,0.76,0.54,2.21,-1.73,1.77,0.0,12.47,34.96,25.31,43.07
65.49,51.62,8.38,1.93,0.58,1.56,-1.81,2.95,1.14,3.01,37.82,13.41,46.38
66.03,47.43,18.43,-0.28,0.53,1.86,-1.36,2.41,0.83,24.27,33.96,22.64,43.28
118.37,94.23,6.78,0.75,0.38,1.44,-1.75,1.72,0.98,7.24,30.96,24.47,43.22
46.08,35.14,10.03,0.45,0.41,0.76,-1.51,3.53,0.61,25.26,26.78,26.98,44.62
57.0,38.79,9.95,1.52,0.97,1.4,-1.48,2.07,0.83,21.23,30.8,30.8,41.29
138.99,87.23,12.12,1.29,0.55,1.12,-1.66,3.1,0.77,10.54,34.27,18.27,46.43
60.43,40.32,8.6,0.44,0.44,1.0,-0.2,4.13,1.08,14.8,27.66,26.13,47.43
47.94,27.45,17.8,0.14,0.62,1.49,-0.93,2.51,0.68,15.43,22.42,35.44,40.16
46.96,30.15,5.22,0.4,0.33,0.85,-0.17,3.66,0.38,31.63,22.33,22.16,54.61
67.35,55.92,10.24,-0.47,0.44,0.9,-1.43,1.44,0.5,17.21,35.32,19.69,45.63
53.47,44.48,12.77,-1.58,0.69,0.92,-0.38,3.83,1.01,10.78,33.6,25.9,40.62
61.3,49.67,6.76,0.77,0.62,1.16,-1.62,1.35,0.96,14.02,36.85,20.83,44.5
87.45,57.49,6.48,0.31,0.92,1.46,-0.73,1.06,0.81,4.14,35.66,22.89,43.04
96.43,76.27,7.61,0.31,0.42,1.11,-1.83,1.88,0.99,5.77,26.91,20.46,51.61
91.8,52.97,7.51,0.15,0.82,1.2,-1.23,2.38,0.94,2.05,27.21,23.15,48.17
48.07,33.18,10.52,1.62,0.18,1.9,-2.19,1.97,0.54,22.56,23.76,29.93,43.77
66.57,52.91,10.23,-0.19,0.63,1.56,-1.19,3.18,0.97,19.77,31.41,27.76,43.06
56.74,39.43,10.32,0.57,0.78,1.2,-1.66,1.97,0.72,8.55,30.81,24.93,44.81
105.45,83.46,5.9,-0.72,0.39,1.52,-1.6,0.75,1.45,3.24,29.47,28.7,39.08
105.49,64.93,10.65,-0.78,0.28,1.14,-0.02,1.51,0.29,8.55,31.18,24.0,47.08
113.88,76.41,8.11,0.01,0.64,0.63,-1.38,0.89,0.85,14.52,30.37,18.67,53.82
64.17,52.4,11.59,0.72,0.39,0.82,-0.55,3.53,0.56,19.54,25.52,34.2,39.02
117.82,80.35,11.67,-0.05,1.05,0.22,-1.82,1.57,0.63,11.7,29.78,21.7,48.56
62.84,48.64,15.2,-2.17,0.68,1.73,-1.99,1.45,0.66,16.77,29.01,27.49,42.92
51.38,34.68,12.39,0.87,0.64,0.55,-0.47,2.54,0.74,22.67,28.43,22.43,47.16
99.87,61.08,6.27,-0.41,0.74,1.1,-2.16,1.95,0.82,5.94,30.37,27.99,41.59
81.62,56.79,15.9,1.63,0.36,1.43,-1.02,2.37,0.5,23.01,27.79,32.13,40.12
110.14,85.87,8.89,1.53,0.42,1.06,-1.87,0.71,0.43,7.29,31.68,21.58,44.91
55.69,43.89,12.9,0.43,0.45,1.66,-1.73,2.32,0.99,30.25,31.65,20.09,51.37
83.97,48.83,12.22,-0.54,0.65,2.03,-2.07,3.3,0.8,20.13,33.35,23.67,45.66
72.3,43.55,12.42,0.28,0.56,1.14,-1.05,1.23,0.38,10.0,27.11,32.02,40.06
52.39,31.93,11.9,0.53,0.72,1.47,-0.84,3.18,0.74,28.17,29.02,26.81,44.15
105.05,74.68,9.45,0.82,0.45,1.16,-2.08,2.4,0.71,22.74,27.09,24.47,50.94
82.79,52.03,17.86,-0.18,0.97,1.05,-1.31,4.53,0.32,14.56,28.26,27.79,40.9
106.24,78.41,5.91,-0.69,0.59,1.25,-1.52,0.32,0.67,0.15,23.85,27.08,47.21
74.81,54.43,14.21,-0.59,0.42,1.27,-0.29,2.54,1.2,19.33,28.51,21.87,51.84
110.48,94.76,9.34,1.1,0.72,1.32,-1.49,2.39,0.53,4.98,20.44,22.8,53.41
53.39,37.57,12.65,0.97,0.76,1.12,-1.69,3.72,0.78,20.09,26.67,26.76,43.71
54.98,39.5,16.91,-0.79,0.32,1.18,-1.26,3.47,0.72,13.04,33.85,31.4,34.89
74.51,56.85,15.79,0.63,0.87,0.61,-0.67,1.77,0.89,12.06,28.95,20.16,47.74
100.12,63.57,2.34,0.01,0.46,1.47,-0.87,0.81,0.91,8.77,22.59,23.75,50.83
98.53,61.75,5.99,-0.08,0.45,0.57,-1.29,0.86,1.18,10.56,30.7,23.23,45.84
65.08,55.61,7.8,1.09,1.06,0.55,-2.09,2.22,0.72,23.98,29.49,28.2,40.4
76.62,55.86,1.85,-0.06,0.78,0.6,-1.91,2.39,1.27,17.6,21.92,27.26,54.01
105.04,71.07,13.41,-0.32,0.57,1.38,-0.92,3.34,0.82,20.72,33.53,24.88,39.75
61.73,37.63,15.02,-0.44,0.6,1.16,-2.85,2.09,0.79,19.84,25.43,25.36,49.48
91.48,79.17,12.38,-0.8,0.27,0.91,-1.5,1.96,1.02,14.35,27.68,29.19,43.0
69.17,49.47,5.91,1.03,0.18,1.45,-2.19,3.66,0.39,26.63,40.34,25.68,36.37
99.12,62.96,5.63,0.68,0.58,1.34,-0.46,0.24,0.64,9.34,32.78,30.25,38.48
83.8,58.82,12.67,-0.19,0.78,1.36,-1.15,2.56,0.58,13.31,31.53,25.92,43.74
87.42,74.9,9.7,0.52,0.74,1.15,-1.2,3.43,0.74,14.23,30.79,23.21,44.87
105.0,83.83,10.96,0.52,0.56,1.32,-1.34,2.43,0.74,3.65,31.17,28.35,38.16
112.98,70.0,8.75,1.51,0.87,0.97,-0.66,2.08,0.63,3.3,26.93,30.25,41.73
74.42,44.28,15.92,0.97,0.9,0.89,-2.05,1.44,1.11,20.6,37.8,21.3,39.63
118.6,84.32,9.98,1.09,0.48,1.88,-1.03,1.14,0.65,7.44,33.35,24.64,41.8
42.07,28.11,11.63,0.2,0.36,1.51,-0.4,4.07,0.71,15.86,27.48,26.46,48.78
104.55,69.3,9.93,0.73,0.45,2.24,-1.44,2.04,0.78,4.19,31.36,24.45,45.71
100.7,68.21,5.93,1.16,0.99,0.87,-1.83,0.41,0.32,7.8,36.65,19.19,42.24
75.15,55.34,7.65,1.01,0.73,1.8,-1.28,1.8,1.13,21.78,35.44,25.69,40.28
56.9,47.79,10.32,-0.73,0.86,1.8,-0.91,3.03,0.61,19.04,29.79,23.63,47.32
71.5,51.16,8.4,0.5,0.53,1.83,-1.38,2.39,0.57,6.96,31.29,25.22,44.98
117.43,69.03,4.69,-0.29,0.59,1.24,-0.98,1.94,0.76,5.97,27.74,28.12,43.04
87.57,52.66,6.62,-0.01,0.68,1.16,-1.76,2.24,1.26,5.12,26.85,18.6,53.03
97.09,53.23,6.98,0.89,0.62,0.86,-1.78,1.73,0.91,4.82,23.49,26.76,48.73
78.11,64.78,13.61,1.22,0.27,1.29,-0.39,2.28,0.91,11.96,38.41,23.38,38.01
123.26,97.76,11.04,0.62,0.76,1.34,-0.53,0.12,0.47,13.46,25.59,24.16,50.5
69.25,53.76,12.14,0.64,0.71,0.43,-1.3,1.26,0.8,18.07,33.6,24.25,44.39
113.85,66.98,6.77,0.67,0.53,1.4,-1.13,2.24,0.56,5.35,28.99,29.67,37.97
55.29,35.33,10.02,-0.11,0.81,0.73,-0.95,2.14,0.8,12.65,34.26,22.5,44.2
86.85,53.44,15.36,0.0,0.71,1.12,-0.87,4.4,0.08,26.6,31.08,19.7,50.48
73.26,44.31,16.47,1.3,0.7,0.88,-0.78,3.6,1.18,22.46,40.12,25.82,36.65
72.73,41.99,5.73,1.22,-0.09,1.04,-0.5,2.18,0.79,15.94,16.16,26.81,58.53
75.87,58.71,6.63,1.53,0.4,1.31,-1.74,3.29,0.27,16.56,28.22,29.28,42.83
84.13,60.42,6.84,1.31,0.73,1.52,-1.53,4.11,0.76,16.3,36.51,19.0,41.17
118.22,84.87,7.06,0.32,0.8,0.41,-1.11,0.31,0.32,11.58,22.35,25.02,52.72
58.13,43.1,11.07,0.23,0.33,0.54,-1.89,1.79,1.32,29.46,27.75,33.09,39.2
49.88,33.88,9.71,0.49,0.45,1.62,-1.72,1.97,0.73,16.15,31.04,31.76,36.19
70.34,57.42,9.79,0.55,0.59,0.76,-0.44,2.93,1.24,23.19,29.29,28.18,39.98
103.32,82.0,5.79,0.63,0.68,1.62,-1.33,1.19,0.75,16.12,34.22,25.39,36.66
91.96,71.47,7.11,-0.99,0.63,1.58,-1.7,0.08,0.87,7.87,31.55,30.15,39.5
78.01,60.54,10.15,0.25,0.72,1.1,-2.21,2.48,1.11,21.08,34.72,26.98,37.29
93.34,79.85,16.46,-0.35,0.55,1.09,-1.76,2.56,0.32,17.79,31.55,20.56,49.04
112.55,81.83,8.2,2.98,0.52,0.71,-0.8,1.27,1.25,5.15,33.65,24.17,43.79
78.19,54.36,8.79,0.67,0.53,1.2,-1.44,2.77,0.65,20.45,37.69,17.19,47.24
65.65,55.29,7.26,-0.38,0.51,0.77,-1.4,2.33,1.04,10.53,34.99,24.41,41.43
74.17,54.81,19.57,-0.38,0.31,1.19,-1.31,10.57,1.35,23.53,24.73,28.69,46.41
44.64,34.09,5.59,-0.38,0.7,1.37,-1.34,2.37,0.84,28.17,31.95,23.7,43.17
105.83,72.03,6.32,0.22,0.49,0.98,-1.31,0.75,1.01,6.3,31.22,28.5,40.92
89.51,56.59,13.42,-0.2,0.56,1.07,-0.67,3.24,0.68,17.01,44.55,15.96,40.24
51.62,37.77,15.09,-2.04,0.86,1.43,-1.61,1.65,0.49,14.65,31.73,24.25,45.04
109.32,60.87,10.72,2.06,0.5,0.75,-2.02,1.96,1.02,14.41,31.57,20.93,46.84
69.94,46.76,10.22,0.78,0.68,1.66,-1.35,2.01,0.95,10.2,25.45,25.33,50.04
82.91,59.84,8.23,0.13,0.54,1.58,-0.3,1.7,1.34,6.19,34.89,20.65,46.06
110.1,59.72,11.95,-0.38,0.69,0.59,-1.08,1.95,0.77,11.78,29.43,26.3,48.68
117.59,77.83,11.22,0.7,0.53,0.69,-1.14,1.36,0.44,0.82,25.38,32.05,41.19
112.09,84.56,6.36,0.3,0.44,1.19,-1.22,3.42,0.41,8.74,27.77,32.26,42.11
59.48,39.94,11.9,-0.83,0.89,1.07,-0.3,2.72,0.98,16.22,24.83,26.46,48.36
107.19,96.06,5.97,1.21,0.41,0.71,-1.51,1.41,0.4,3.71,23.75,20.91,58.46
119.18,84.98,8.51,-0.1,0.53,1.09,-0.86,1.44,1.21,6.57,24.84,30.72,48.1
78.64,44.7,12.77,-0.35,0.58,0.83,-1.24,3.17,0.46,18.2,32.51,13.89,55.44
74.84,48.58,6.76,-0.59,0.53,0.42,-0.76,2.82,0.69,16.52,26.81,27.05,44.01
104.75,58.06,6.19,0.18,0.58,0.58,-2.4,1.68,0.89,4.82,25.81,25.59,49.94
50.4,33.84,10.88,-1.49,0.52,1.34,-1.06,2.62,0.69,12.12,35.13,24.89,40.92
116.17,98.43,5.07,-0.61,0.72,1.79,-1.6,3.39,0.56,7.25,26.32,20.8,54.53
